VOICE_CALL,-60,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-11,-9,-7,-5,-3,-2,-1,0
SYSTEM,-60,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-11,-9,-7,-5,-3,-2,-1,0
RING,-60,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-11,-9,-7,-5,-3,-2,-1,0
MUSIC,-60,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-11,-9,-7,-5,-3,-2,-1,0
ALARM,-60,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-11,-9,-7,-5,-3,-2,-1,0
NOTIFICATION,-60,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-11,-9,-7,-5,-3,-2,-1,0
BLUETOOTH_SCO,-60,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-11,-9,-7,-5,-3,-2,-1,0
ENFORCED_AUDIBLE,-60,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-11,-9,-7,-5,-3,-2,-1,0
DTMF,-60,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-11,-9,-7,-5,-3,-2,-1,0
TTS,-60,-54,-51,-48,-45,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-11,-9,-7,-5,-3,-2,-1,0
