VOICE_CALL,-59, -55,-51,-48,-45,-42,-39,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,-0
SYSTEM,-59, -55,-51,-48,-45,-42,-39,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,-0
RING,-59, -55,-51,-48,-45,-42,-39,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,-0
MUSIC,-59, -55,-51,-48,-45,-42,-39,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,-0
ALARM,-59, -55,-51,-48,-45,-42,-39,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,-0
NOTIFICATION,-59, -55,-51,-48,-45,-42,-39,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,-0
BLUETOOTH_SCO,-59, -55,-51,-48,-45,-42,-39,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,-0
ENFORCED_AUDIBLE,-59, -55,-51,-48,-45,-42,-39,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,-0
DTMF,-59, -55,-51,-48,-45,-42,-39,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,-0
TTS,-59, -55,-51,-48,-45,-42,-39,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,-0
