VOICE_CALL,-44,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,0
SYSTEM,-44,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,0
RING,-44,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,0
MUSIC,-44,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,0
ALARM,-44,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,0
NOTIFICATION,-44,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,0
BLUETOOTH_SCO,-44,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,0
ENFORCED_AUDIBLE,-44,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,0
DTMF,-44,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,0
TTS,-44,-42,-39,-36,-33,-30,-27,-25,-23,-21,-19,-17,-15,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,0
